Title,Year,Link,Episodes,Aired,Aired_start,Aired_end,AiredOn,Duration,Duration_min,ContentRating,RatingScore,RatingVotes,WatchPlatforms,Format,Genres,Tags,Director,Screenwriter,Ranked,Popularity,Watchers,Has_dubbing_prob,Has_dubbing_pred
Pachinko Season 2,2024,https://mydramalist.com/727315-pachinko-season-2,8,"Aug 23, 2024 - Oct 11, 2024","Aug 23, 2024","Oct 11, 2024",Friday,55 min.,55,Not Yet Rated,8.4,2420,Apple TV+,Standard Series,"Historical, Drama, Melodrama","Crime Against A Person, World War 1, Co-produced, Racism, Historical Fiction, 1980s, Heisei Era, Slight Romance, Post-Occupation Japan, Discrimination, (Vote tags)",,Soo Hugh,669,2775,2420,0.86,1
Love for Love's Sake,2024,https://mydramalist.com/753495-love-supremacy-zone,8,"Jan 24, 2024 - Feb  1, 2024","Jan 24, 2024","Feb  1, 2024","Wednesday, Thursday",34 min.,34,15+ - Teens 15 or older,8.4,22871,"Netflix, iQIYI",Standard Series,"Romance, Youth, Fantasy","Transmigration, Virtual World, LGBTQ+, Game World, Gay Romance, Adapted From A Webtoon, Fictional Character Supporting Character, Fictional Character Male Lead, Student Male Lead, School Setting, (Vote tags)",Kim Kyun Ah,Kwon Cho Rong,824,468,22871,1,1
Love in the Big City,2024,https://mydramalist.com/758821-love-in-the-big-city,8,"Oct 21, 2024","Oct 21, 2024",,Monday,50 min.,50,18+ Restricted (violence & profanity),8.4,15599,"Netflix, Viki",Standard Series,"Romance, Youth, Drama","Gay Romance, Disapproving Parent, Tearjerker, Character Development, Friendship, Author Male Lead, Sad Romance, Heartbreak, Open-minded Female Lead, Lonely Male Lead, (Vote tags)","Hur Jin Ho, Hong Ji Young, Son Tae Gyum, Kim Se In",Park Sang Young,768,514,15599,1,1
Parasyte: The Grey,2024,https://mydramalist.com/732161-the-gray,6,"Apr  5, 2024","Apr  5, 2024",,Friday,50 min.,50,18+ Restricted (violence & profanity),8.4,17064,Netflix,Standard Series,"Action, Mystery, Horror, Sci-Fi","Adapted From A Manga, Parasite, Gore, Violence, Supernatural Being, Survival, Investigation, Thriller, Conspiracy, Death, (Vote tags)",,Ryu Yong Jae,850,683,17064,1,1
Way Back Love,2025,https://mydramalist.com/759511-a-week-before-i-die,6,"Apr  3, 2025 - Apr 17, 2025","Apr  3, 2025","Apr 17, 2025",Thursday,45 min.,45,15+ - Teens 15 or older,8.4,5659,Viki,Standard Series,"Romance, Youth, Fantasy, Melodrama","Bantering Relationship, Healing, Friends To Lovers, Calm Male Lead, Nice Male Lead, First Love, Supernatural, Friendship, High School, Neighborhood Setting, (Vote tags)","Kim Hye Young, Choi Ha Na","Song Hyun Ju, Jang In Jeong",674,1336,5659,0.68,1
My Dear Youth - Coffee Prince,2020,https://mydramalist.com/67605-an-untitled-mbc-documentary-project,2,"Sep 24, 2020 - Oct  1, 2020","Sep 24, 2020","Oct  1, 2020",Thursday,1 hr. 10 min.,70,15+ - Teens 15 or older,8.4,780,Viki,Drama Special,Documentary,"Miniseries, (Vote tags)",,,877,6353,780,0.33,0
Mouse: The Last,2021,https://mydramalist.com/700849-mouse-the-last,1,"May 20, 2021","May 20, 2021",,Thursday,60 min.,60,Not Yet Rated,8.4,791,Viki,Drama Special,Documentary,"Behind The Scenes, (Vote tags)",,,890,7524,791,0.4,0
Drama Special Season 14: Love Attack,2023,https://mydramalist.com/757353-drama-special-season-14-confession-attack,1,"Nov 25, 2023","Nov 25, 2023",,Saturday,60 min.,60,15+ - Teens 15 or older,8.4,2051,Viki,Drama Special,"Comedy, Romance","Rivals To Lovers, Raised By A Grandparent, Supportive Grandparent, Student Supporting Character, Student Female Lead, Student Male Lead, Campus Setting, Competitive Male Lead, Part-time Worker Female Lead, Competent Female Lead, (Vote tags)",Lee Hyeon Gyeong,,815,4414,2051,0.54,0
Once Again,2020,https://mydramalist.com/44611-i-have-been-there-once,100,"Mar 28, 2020 - Sep 13, 2020","Mar 28, 2020","Sep 13, 2020","Saturday, Sunday",35 min.,35,15+ - Teens 15 or older,8.5,6869,"Apple TV+, Netflix, Viki",Standard Series,"Comedy, Romance, Life, Drama","Family Relationship, Big Family, Multiple Couples, Love/Hate Relationship, Multiple Mains, Bickering Mains' Relationship, Married Life, Second Chance Romance, Secret Romance, Debt, (Vote tags)",Lee Jae Sang,Yang Hee Seung,496,1169,6869,1,1
365: Repeat the Year,2020,https://mydramalist.com/50717-365-one-year-against-destiny,24,"Mar 23, 2020 - Apr 28, 2020","Mar 23, 2020","Apr 28, 2020","Monday, Tuesday",35 min.,35,15+ - Teens 15 or older,8.5,11436,Viki,Standard Series,"Thriller, Mystery, Drama, Fantasy","Time Travel, Nice Male Lead, Suspense, Murder, Fate, Supernatural, Investigation, Slight Romance, Bromance, Smart Female Lead, (Vote tags)",Kim Kyung Hee,"Lee Seo Yoon, Lee Soo Kyung",601,601,11436,0.3,0
Marry My Husband,2024,https://mydramalist.com/747733-marry-my-husband,16,"Jan  1, 2024 - Feb 20, 2024","Jan  1, 2024","Feb 20, 2024","Monday, Tuesday",1 hr. 4 min.,64,15+ - Teens 15 or older,8.5,61024,"Amazon Prime Video, Apple TV+",Standard Series,"Comedy, Romance, Drama, Fantasy","Time Travel, Infidelity, Revenge, Gaslighting, Betrayal, Time Altering, Betrayed By A Friend, Age Gap [Real Life], Second Chance, Butterfly Effect, (Vote tags)",Park Won Gook,Shin Yoo Dam,532,88,61024,1,1
Big Mouth,2022,https://mydramalist.com/685801-big-mouse,16,"Jul 29, 2022 - Sep 17, 2022","Jul 29, 2022","Sep 17, 2022","Friday, Saturday",1 hr. 11 min.,71,15+ - Teens 15 or older,8.5,37324,"Apple TV+, Disney+, Hulu",Standard Series,"Thriller, Mystery, Law, Drama","Suspense, Death, Investigation, Lawyer Male Lead, Brave Female Lead, Murder, Prison Setting, Wrongfully Accused, Conspiracy, Mistaken Identity, (Vote tags)","Oh Choong Hwan, Bae Hyun Jin","Jang Young Chul, Jung Kyung Soon",463,127,37324,1,1
Reborn Rich,2022,https://mydramalist.com/79607-youngest-son-of-a-conglomerate,16,"Nov 18, 2022 - Dec 25, 2022","Nov 18, 2022","Dec 25, 2022","Friday, Saturday, Sunday",1 hr. 15 min.,75,15+ - Teens 15 or older,8.5,24401,"Apple TV+, Disney+, Netflix, Viki",Standard Series,"Business, Drama, Fantasy, Political","Transmigration, Power Struggle, Corruption, Conglomerate, Family Dispute, Smart Male Lead, Revenge, Social Issues, Slight Romance, Emotionally Strong Male Lead, (Vote tags)",Jeong Dae Yun,Kim Tae Hee,604,249,24401,1,1
Good Partner,2024,https://mydramalist.com/762229-good-partner,16,"Jul 12, 2024 - Sep 20, 2024","Jul 12, 2024","Sep 20, 2024","Friday, Saturday",1 hr. 10 min.,70,15+ - Teens 15 or older,8.5,5765,"Apple TV+, Viki",Standard Series,"Comedy, Law, Life, Drama","Workplace Setting, Lawyer Female Lead, Emotionally Strong Female Lead, Co-workers' Relationship, Senior-Junior Relationship, Married Supporting Character, Married Female Lead, Secretary Supporting Character, Team Leader Male Lead, Attorney Female Lead, (Vote tags)",Kim Ga Ram,Choi Yoo Na,602,1471,5765,0.96,1
"Hi Bye, Mama!",2020,https://mydramalist.com/49809-hello-mom,16,"Feb 22, 2020 - Apr 19, 2020","Feb 22, 2020","Apr 19, 2020","Saturday, Sunday",1 hr. 10 min.,70,15+ - Teens 15 or older,8.5,25448,Netflix,Standard Series,"Drama, Family, Melodrama, Supernatural","Mother-Daughter Relationship, Nice Female Lead, Death, Reincarnation, Sismance, Ghost, Heartbreak, Father-Daughter Relationship, Tearjerker, Ghost-seeing Female Lead, (Vote tags)",Yoo Je Won,"Kwon Hye Joo, Im Yeon Soo",531,282,25448,0.83,1
Stranger Season 2,2020,https://mydramalist.com/27361-stranger-2,16,"Aug 15, 2020 - Oct  4, 2020","Aug 15, 2020","Oct  4, 2020","Saturday, Sunday",1 hr. 2 min.,62,15+ - Teens 15 or older,8.5,11617,Netflix,Standard Series,"Thriller, Mystery, Law, Drama","Corruption, Calm Male Lead, Smart Male Lead, Suspense, Emotional Blunting, Power Struggle, Alexithymia, Sassy Female Lead, Smart Female Lead, Prosecution, (Vote tags)",Park Hyun Suk,Lee Su Yeon,524,844,11617,0.78,1
My Liberation Notes,2022,https://mydramalist.com/685441-an-untitled-jtbc-project,16,"Apr  9, 2022 - May 29, 2022","Apr  9, 2022","May 29, 2022","Saturday, Sunday",1 hr. 7 min.,67,15+ - Teens 15 or older,8.5,26865,Netflix,Standard Series,"Romance, Life, Drama, Melodrama","Slow Burn Story, Loneliness, Introverted Female Lead, Family Relationship, Slow Burn Romance, Alcoholism, Alcoholic Male Lead, Inner Monologue, Introverted Male Lead, Multiple Couples, (Vote tags)",Kim Seok Yoon,Park Hae Young,510,244,26865,0.97,1
Nobody Knows,2020,https://mydramalist.com/35205-nobody-knows,16,"Mar  2, 2020 - Apr 21, 2020","Mar  2, 2020","Apr 21, 2020","Monday, Tuesday",1 hr. 10 min.,70,15+ - Teens 15 or older,8.5,5663,Viki,Standard Series,"Thriller, Mystery, Drama, Melodrama","Smart Female Lead, Murder, Trauma, Death, Unusual Friendship, Calm Female Lead, Friendship, Self-harm, Conspiracy, Coma, (Vote tags)",Lee Jung Heum,Kim Eun Hyang,643,892,5663,0.33,0
Black Out,2024,https://mydramalist.com/704081-snow-white-must-die,14,"Aug 16, 2024 - Oct  4, 2024","Aug 16, 2024","Oct  4, 2024","Friday, Saturday",50 min.,50,15+ - Teens 15 or older,8.5,5327,"Apple TV+, Hulu, Netflix",Standard Series,"Thriller, Mystery, Psychological, Drama","Adapted From A Novel, Ex-Convict Male Lead, Village Setting, Cold Case, Detective Fiction, Detective Male Lead, Dark Fiction, Return To Hometown, Murder, Investigation, (Vote tags)","Byun Young Joo, Lee Kyoo Man",Seo Joo Yeon,590,1416,5327,1,1
Head over Heels,2025,https://mydramalist.com/736965-gyeon-woo-and-fairy,12,"Jun 23, 2025 - Jul 29, 2025","Jun 23, 2025","Jul 29, 2025","Monday, Tuesday",1 hr. 10 min.,70,15+ - Teens 15 or older,8.5,20390,Amazon Prime Video,Standard Series,"Romance, Drama, Fantasy, Supernatural","Shaman Female Lead, Unlucky Male Lead, Love At First Sight, Female Chases Male First, First Love, Hidden Identity, Female Lead Saves Male Lead, Shamanism, School Setting, Shaman Supporting Character, (Vote tags)",Kim Yong Wan,Yang Ji Hun,548,350,20390,0.88,1
Bad and Crazy,2021,https://mydramalist.com/695539-bad-and-crazy,12,"Dec 17, 2021 - Jan 28, 2022","Dec 17, 2021","Jan 28, 2022","Friday, Saturday",1 hr. 10 min.,70,15+ - Teens 15 or older,8.5,33639,"Amazon Prime Video, Netflix, iQIYI",Standard Series,"Action, Thriller, Mystery, Comedy","Corruption, Investigation, Eccentric Male Lead, Slight Romance, Antihero Male Lead, Police Officer Male Lead, Bromance, Suspense, Police Department Setting, Domestic Crime, (Vote tags)",Yoo Seon Dong,Kim Sae Bom,521,148,33639,1,1
Revenge of Others,2022,https://mydramalist.com/716231-third-person-revenge,12,"Nov  9, 2022 - Dec 14, 2022","Nov  9, 2022","Dec 14, 2022",Wednesday,1 hr. 2 min.,62,18+ Restricted (violence & profanity),8.5,34792,"Apple TV+, Disney+, Hulu",Standard Series,"Action, Thriller, Mystery, Drama","Skilled Fighter, Slight Romance, Investigation, Death Of A Brother, Death Of A Twin, Revenge, Amnesia, School Bullying, Suspense, Multiple Mains, (Vote tags)",Kim Yu Jin,Lee Hee Myung,556,190,34792,1,1
Love Scout,2025,https://mydramalist.com/756733-greetings,12,"Jan  3, 2025 - Feb 14, 2025","Jan  3, 2025","Feb 14, 2025","Friday, Saturday",1 hr. 10 min.,70,15+ - Teens 15 or older,8.5,23192,"Apple TV+, Netflix, Viki",Standard Series,"Business, Romance, Life, Drama","Gender Role Reversal, Warm Man/Cold Woman, Hardworking Female Lead, Father-Son Relationship, Boss-Employee Relationship, Nice Male Lead, Emotionally Strong Male Lead, Emotionally Strong Female Lead, Insomniac Female Lead, Mentor-Mentee Relationship, (Vote tags)",Ham Joon Ho,Kim Ji Eun,557,335,23192,1,1
One Dollar Lawyer,2022,https://mydramalist.com/715969-one-thousand-dollar-lawyer,12,"Sep 23, 2022 - Nov 11, 2022","Sep 23, 2022","Nov 11, 2022","Friday, Saturday",1 hr. 10 min.,70,13+ - Teens 13 or older,8.5,11750,"Disney+, Hulu",Standard Series,"Comedy, Law, Drama","Lawyer Male Lead, Eccentric Male Lead, Mystery, Former Prosecutor Male Lead, Co-workers' Relationship, Workplace Setting, Prosecutor Supporting Character, Lawyer Supporting Character, Flashback To Past, Time Skip, (Vote tags)",Kim Jae Hyun,"Choi Su Jin, Choi Chang Hwan",576,764,11750,0.97,1
Jeongnyeon: The Star Is Born,2024,https://mydramalist.com/707587-jung-nyeon,12,"Oct 12, 2024 - Nov 17, 2024","Oct 12, 2024","Nov 17, 2024","Saturday, Sunday",1 hr. 10 min.,70,Not Yet Rated,8.5,3930,"Disney+, Hulu",Standard Series,"Music, Life, Youth, Drama","Singing, Singer Female Lead, 1950s, Adapted From A Webtoon, Censored Adaptation Of Same-sex Original Work, Female Rivalry, Female Centered Plot, Chasing A Dream, Mother-Daughter Relationship, Coming Of Age, (Vote tags)",Jung Ji In,Choi Hyo Bi,544,1518,3930,1,1
Mystic Pop-Up Bar,2020,https://mydramalist.com/34539-ssang-gap-pocha,12,"May 20, 2020 - Jun 25, 2020","May 20, 2020","Jun 25, 2020","Wednesday, Thursday",1 hr. 8 min.,68,15+ - Teens 15 or older,8.5,30125,Netflix,Standard Series,"Mystery, Comedy, Drama, Fantasy","Afterlife, Grudge, Hot-tempered Female Lead, Spirit, Adapted From A Webtoon, Family Relationship, Flashback To Past, Food, Innocent Male Lead, Revenge, (Vote tags)",Jun Chang Geun,Ha Yoon Ah,600,225,30125,0.83,1
Perfect Marriage Revenge,2023,https://mydramalist.com/755509-perfect-marriage-revenge,12,"Oct 28, 2023 - Dec  3, 2023","Oct 28, 2023","Dec  3, 2023","Saturday, Sunday",1 hr. 4 min.,64,15+ - Teens 15 or older,8.5,38452,"Netflix, Viki",Standard Series,"Business, Romance, Drama, Fantasy","Revenge, Time Travel, Male Chases Female First, Contract Relationship, Second Chance, Fake To Real Lovers, Adapted From A Webtoon, Supportive Male Lead, Family Relationship, Adopted Female Lead, (Vote tags)",O Sang Won,Im Seo Ra,566,195,38452,1,1
Undercover High School,2025,https://mydramalist.com/765779-undercover-high-school,12,"Feb 21, 2025 - Mar 29, 2025","Feb 21, 2025","Mar 29, 2025","Friday, Saturday",1 hr. 10 min.,70,15+ - Teens 15 or older,8.5,25499,Viki,Standard Series,"Action, Comedy, Romance, Crime","Hidden Identity, Undercover Agent Male Lead, Teacher Female Lead, National Intelligence Service, Investigation, School Setting, Undercover Operation, Childhood Connection, Mystery, Thriller, (Vote tags)",Choi Jung In,Im Young Bin,631,304,25499,0.73,1
Nine Puzzles,2025,https://mydramalist.com/752975-nine-puzzle,11,"May 21, 2025 - Jun  4, 2025","May 21, 2025","Jun  4, 2025",Wednesday,60 min.,60,15+ - Teens 15 or older,8.5,10224,"Disney+, Hulu",Standard Series,"Thriller, Mystery, Crime, Drama","Criminal Profiler Female Lead, Detective Male Lead, Serial Killings, Investigation, Co-workers' Relationship, Police Inspector Female Lead, Senior-Junior Relationship, Death Of An Uncle, Psychiatrist Supporting Character, Police Officer Supporting Character, (Vote tags)",Yoon Jong Bin,Lee Eun Mi,583,813,10224,1,1
Pyramid Game,2024,https://mydramalist.com/749923-pyramid-game,10,"Feb 29, 2024 - Mar 21, 2024","Feb 29, 2024","Mar 21, 2024",Thursday,50 min.,50,15+ - Teens 15 or older,8.5,20604,Apple TV+,Standard Series,"Action, Thriller, Psychological, Drama","School Bullying, Female Centered Plot, Abuse Of Power, Manipulative Female Lead, Rival Groups, Smart Female Lead, High School, Adapted From A Webtoon, Friendship, School Setting, (Vote tags)",Park So Yeon,Choi Soo Yi,469,428,20604,0.91,1
Chief Detective 1958,2024,https://mydramalist.com/718881-chief-inspector,10,"Apr 19, 2024 - May 18, 2024","Apr 19, 2024","May 18, 2024","Friday, Saturday",1 hr. 2 min.,62,15+ - Teens 15 or older,8.5,6459,"Disney+, Hulu",Standard Series,"Action, Thriller, Historical, Comedy","Police Department Setting, Fight For Justice, Righteous Male Lead, Police Corruption, Historical Fiction, Teamwork, Bromance, Detective Fiction, Detective Male Lead, Confident Male Lead, (Vote tags)",Kim Sung Hoon,,546,1198,6459,1,1
Juvenile Justice,2022,https://mydramalist.com/79997-boy-referee,10,"Feb 25, 2022","Feb 25, 2022",,Friday,1 hr. 2 min.,62,18+ Restricted (violence & profanity),8.5,24384,Netflix,Standard Series,"Law, Drama","Hardworking Female Lead, Hardworking Male Lead, Redemption, Violence, Delinquent Supporting Character, Judge Female Lead, Web Series, Workplace Setting, Violence Against Children, Emotionally Strong Female Lead, (Vote tags)",Hong Jong Chan,Kim Min Seok,475,373,24384,0.97,1
Boyhood,2023,https://mydramalist.com/750639-the-hidden-dragon,10,"Nov 24, 2023 - Dec 22, 2023","Nov 24, 2023","Dec 22, 2023",Friday,60 min.,60,Not Yet Rated,8.5,6243,"Tubi, Viki",Standard Series,"Action, Thriller, Comedy, Youth","Stolen Identity, Violence, Double Identity, School Bullying, Friendship, High School, 1980s, Gang, Web Series, Character Development, (Vote tags)",Lee Myung Woo,,572,1146,6243,0.59,0
Vigilante,2023,https://mydramalist.com/691815-vigilante,8,"Nov  8, 2023 - Nov 29, 2023","Nov  8, 2023","Nov 29, 2023",Wednesday,44 min.,44,18+ Restricted (violence & profanity),8.5,22833,"Disney+, Hulu",Standard Series,"Action, Thriller, Psychological, Crime","Investigation, Dark Fiction, Vigilante Male Lead, Police Officer Male Lead, Morally Ambiguous Male Lead, Reporter Female Lead, Death, Murder, Double Identity, Police Academy, (Vote tags)",Choi Jeong Yeol,,489,313,22833,1,1
Light Shop,2024,https://mydramalist.com/750681-shop-of-the-lamp,8,"Dec  4, 2024 - Dec 18, 2024","Dec  4, 2024","Dec 18, 2024",Wednesday,51 min.,51,15+ - Teens 15 or older,8.5,17518,"Disney+, Hulu",Standard Series,"Thriller, Mystery, Horror, Supernatural","Humanism, Multiple Mains, Death, Ghost, Afterlife, Coma, Suspense, Evil In-Law, Supernatural Being, Mother-Daughter Relationship, (Vote tags)",Kim Hee Won,Kang Full,481,479,17518,1,1
Money Heist: Korea - Joint Economic Area - Part 2,2022,https://mydramalist.com/732025-money-heist-korea-joint-economic-area-part-2,6,"Dec  9, 2022","Dec  9, 2022",,Friday,1 hr. 10 min.,70,18+ Restricted (violence & profanity),8.5,13382,Netflix,Standard Series,"Action, Thriller, Mystery, Crime","Heist, Hostage Situation, Suspense, Multiple Mains, Non-MDL Remake, Reunification Of Korea, Slight Romance, Investigation, Inchoate Crime, Emotionally Strong Female Lead, (Vote tags)",Kim Hong Seon,"Ryu Yong Jae, Kim Hwan Chae, Choi Sung Joon",520,950,13382,0.92,1
Our Blues,2022,https://mydramalist.com/697585-our-blues,20,"Apr  9, 2022 - Jun 12, 2022","Apr  9, 2022","Jun 12, 2022","Saturday, Sunday",1 hr. 10 min.,70,15+ - Teens 15 or older,8.6,19673,Netflix,Standard Series,"Romance, Life, Drama, Melodrama","Middle-Aged Male Lead, Middle-Aged Female Lead, Multiple Mains, Age Gap [Drama Life], Age Gap [Real Life], Friendship, Slow Burn Story, Depression, Father-Daughter Relationship, Multiple Couples, (Vote tags)","Kim Kyu Tae, Kim Yang Hee, Lee Jung Mook",Noh Hee Kyung,370,281,19673,0.89,1
Blind,2022,https://mydramalist.com/715771-blind,16,"Sep 16, 2022 - Nov  5, 2022","Sep 16, 2022","Nov  5, 2022","Friday, Saturday",1 hr. 10 min.,70,15+ - Teens 15 or older,8.6,13145,"Amazon Prime Video, Apple TV+",Standard Series,"Thriller, Mystery, Drama","Investigation, Suspense, Judge Male Lead, Detective Male Lead, Perfectionist Male Lead, Serial Killings, Parental Favoritism, Juror Supporting Character, IT Engineer Supporting Character, Site Manager Supporting Character, (Vote tags)",Shin Yong Hwi,Kwon Ki Kyung,460,495,13145,0.97,1
The Tale of Lady Ok,2024,https://mydramalist.com/752481-the-life-of-mrs-ock,16,"Nov 30, 2024 - Jan 26, 2025","Nov 30, 2024","Jan 26, 2025","Saturday, Sunday",1 hr. 10 min.,70,15+ - Teens 15 or older,8.6,5211,"Amazon Prime Video, Apple TV+, Netflix, WeTV",Standard Series,"Thriller, Historical, Romance, Drama","Hidden Identity, Smart Female Lead, Joseon Dynasty, Attorney Female Lead, Fake Identity, Suspense, Survival, Crime, Badass Female Lead, Voluntarily Missing Person, (Vote tags)",Jin Hyeok,Park Ji Sook,330,1334,5211,1,1
18 Again,2020,https://mydramalist.com/52941-eighteen-again,16,"Sep 21, 2020 - Nov 10, 2020","Sep 21, 2020","Nov 10, 2020","Monday, Tuesday",1 hr. 10 min.,70,15+ - Teens 15 or older,8.6,45239,"Max, Netflix, WeTV, iQIYI",Standard Series,"Romance, Life, Drama, Fantasy","First Love, Father-Son Relationship, Father-Daughter Relationship, Hardworking Female Lead, Mother-Daughter Relationship, Life Lesson, Becoming Young, Hidden Identity, Character Development, Teenage Pregnancy, (Vote tags)",Ha Byung Hoon,"Kim Do Yeon, Ahn Eun Bin, Choi Yi Ryun",374,99,45239,1,1
Law School,2021,https://mydramalist.com/62623-law-school,16,"Apr 14, 2021 - Jun  9, 2021","Apr 14, 2021","Jun  9, 2021","Wednesday, Thursday",1 hr. 5 min.,65,15+ - Teens 15 or older,8.6,28525,Netflix,Standard Series,"Mystery, Law, Crime, Drama","Smart Male Lead, Hardworking Female Lead, University, Nice Female Lead, Death, Calm Male Lead, Poor Female Lead, Rich Male Lead, Sassy Female Lead, Nice Male Lead, (Vote tags)",Kim Seok Yoon,Seo In,433,230,28525,0.9,1
Our Beloved Summer,2021,https://mydramalist.com/694231-us-that-year,16,"Dec  6, 2021 - Jan 25, 2022","Dec  6, 2021","Jan 25, 2022","Monday, Tuesday",60 min.,60,15+ - Teens 15 or older,8.6,70156,Netflix,Standard Series,"Romance, Life, Youth, Drama","Lovers Reunited, Second Chance Romance, High School Sweethearts, Character Development, First Love, Healing, Flashback To Past, Love/Hate Relationship, Interview, Coming Of Age, (Vote tags)",Kim Yoon Jin,Lee Na Eun,377,55,70156,0.95,1
Welcome to Samdal-ri,2023,https://mydramalist.com/743267-welcome-to-samdalri,16,"Dec  2, 2023 - Jan 21, 2024","Dec  2, 2023","Jan 21, 2024","Saturday, Sunday",1 hr. 10 min.,70,15+ - Teens 15 or older,8.6,47900,Netflix,Standard Series,"Comedy, Romance, Life, Drama","Healing, Return To Hometown, Friendship, Childhood Sweethearts, Sisters' Relationship, Meet Again, Town Setting, Weather Forecaster Male Lead, Photographer Female Lead, Childhood Friends' Relationship, (Vote tags)",Cha Young Hoon,Kwon Hye Joo,439,139,47900,1,1
Ghost Doctor,2022,https://mydramalist.com/688213-ghost-doctor,16,"Jan  3, 2022 - Feb 22, 2022","Jan  3, 2022","Feb 22, 2022","Monday, Tuesday",1 hr. 10 min.,70,15+ - Teens 15 or older,8.6,23219,"Netflix, Viki, iQIYI",Standard Series,"Comedy, Medical, Fantasy, Supernatural","Doctor Male Lead, Spirit, Bromance, Ghost, Spirit Possession, Doctor Female Lead, Arrogant Male Lead, Ghost-seeing Male Lead, Rich Male Lead, Slight Romance, (Vote tags)",Boo Sung Chul,Kim Eun Hee,435,324,23219,1,1
My Perfect Stranger,2023,https://mydramalist.com/719347-bumped-into-you,16,"May  1, 2023 - Jun 20, 2023","May  1, 2023","Jun 20, 2023","Monday, Tuesday",1 hr. 10 min.,70,15+ - Teens 15 or older,8.6,12786,Viki,Standard Series,"Mystery, Romance, Drama, Sci-Fi","Murder, Time Travel, Investigation, 1980s, Death, Calm Male Lead, Smart Male Lead, Age Gap [Drama Life], Age Gap [Real Life], News Presenter Male Lead, (Vote tags)","Kang Soo Yeon, Lee Woong Hee",Baek So Yeon,339,585,12786,0.54,0
The Kidnapping Day,2023,https://mydramalist.com/718187-day-of-kidnapping,12,"Sep 13, 2023 - Oct 25, 2023","Sep 13, 2023","Oct 25, 2023","Wednesday, Thursday",59 min.,59,15+ - Teens 15 or older,8.6,5063,Amazon Prime Video,Standard Series,"Thriller, Mystery, Comedy, Drama","Black Comedy, Genius Female Lead, Teamwork, Kidnapping, Nice Male Lead, Adapted From A Novel, Investigation, Suspense, Ill Child, Investor Supporting Character, (Vote tags)",Park Yoo Young,,347,1494,5063,0.69,1
The King of Pigs,2022,https://mydramalist.com/699597-king-of-pigs,12,"Mar 18, 2022 - Apr 22, 2022","Mar 18, 2022","Apr 22, 2022",Friday,55 min.,55,18+ Restricted (violence & profanity),8.6,8171,"Amazon Prime Video, Apple TV+",Standard Series,"Thriller, Mystery, Drama","School Bullying, Detective Male Lead, School Violence, Flashback To Past, Revenge, Murder, Detective Female Lead, Mental Illness, Investigation, Suspense, (Vote tags)",Kim Dae Jin,Tak Jae Young,333,811,8171,0.97,1
Revenant,2023,https://mydramalist.com/717539-the-devil,12,"Jun 23, 2023 - Jul 29, 2023","Jun 23, 2023","Jul 29, 2023","Friday, Saturday",1 hr. 10 min.,70,15+ - Teens 15 or older,8.6,16775,"Apple TV+, Disney+, Hulu",Standard Series,"Thriller, Mystery, Horror, Supernatural","Spirit Possession, Occult, Folklore, Spirit, Emotionally Strong Female Lead, Student Female Lead, Winter Setting, Professor Male Lead, Detective Male Lead, Difficult Childhood, (Vote tags)","Lee Jung Rim, Kim Jae Hong",Kim Eun Hee,363,411,16775,1,1
The First Responders Season 2,2023,https://mydramalist.com/717969-the-police-station-next-to-fire-station-season-2,12,"Aug  4, 2023 - Sep  9, 2023","Aug  4, 2023","Sep  9, 2023","Friday, Saturday",1 hr. 10 min.,70,15+ - Teens 15 or older,8.6,8683,"Disney+, Hulu",Standard Series,"Action, Thriller, Mystery, Drama","Paramedic Female Lead, Detective Fiction, Detective Male Lead, Firefighter Male Lead, Teamwork, Investigation, Suspense, Forensic Science, Slight Romance, Emergency Service, (Vote tags)",Shin Kyung Soo,Min Ji Eun,328,1304,8683,1,1
All of Us Are Dead,2022,https://mydramalist.com/59449-our-school-now,12,"Jan 28, 2022","Jan 28, 2022",,Friday,1 hr. 2 min.,62,18+ Restricted (violence & profanity),8.6,87710,Netflix,Standard Series,"Action, Thriller, Horror, Sci-Fi","Survival, Zombies, Death, Zombie Apocalypse, Virus, Gore, Slight Romance, High School, Friendship, School Bullying, (Vote tags)",Lee Jae Gyoo,Chun Sung Il,417,54,87710,1,1
Missing: The Other Side,2020,https://mydramalist.com/53101-missing,12,"Aug 29, 2020 - Oct 11, 2020","Aug 29, 2020","Oct 11, 2020","Saturday, Sunday",1 hr. 10 min.,70,15+ - Teens 15 or older,8.6,11943,"Netflix, Viki, iQIYI",Standard Series,"Thriller, Mystery, Supernatural","Ghost-seeing Male Lead, Spirit, Bromance, Righteous Male Lead, Death, Ghost, Teamwork, Smart Female Lead, Afterlife, Orphan Male Lead, (Vote tags)",Min Yeon Hong,"Ban Ki Ri, Jung So Young",345,739,11943,0.93,1
Mr. Plankton,2024,https://mydramalist.com/750795-mr-plankton,10,"Nov  8, 2024","Nov  8, 2024",,Friday,60 min.,60,15+ - Teens 15 or older,8.6,38444,Netflix,Standard Series,"Comedy, Romance, Drama","Traveling, Searching For A Biological Parent, Orphan Female Lead, Terminal Illness, Kidnapping, Shameless Male Lead, Loner Male Lead, Fake Pregnancy, Second Chance Romance, Death, (Vote tags)",Hong Jong Chan,Jo Yong,386,185,38444,1,1
