Title,Year,Link,Episodes,Aired,Aired_start,Aired_end,AiredOn,OriginalNetwork,Duration,Duration_min,ContentRating,RatingScore,RatingVotes,WatchPlatforms,Format,Genres,Tags,Director,Screenwriter,Ranked,Popularity,Watchers,Has_dubbing_prob,Has_dubbing_pred
Villains Everywhere,2025,https://mydramalist.com/777996-villain-s-country,12,"Mar 19, 2025 - Apr 24, 2025","Mar 19, 2025","Apr 24, 2025","Wednesday, Thursday",,1 hr. 20 min.,80,Not Yet Rated,7.4,334,Viki,Standard Series,"Comedy, Family, Sitcom","Family Relationship, (Vote tags)",Kim Byung Wook,,6760,6117,334,0.63,1
Heesu in Class 2,2025,https://mydramalist.com/729841-heesu-in-class-2,10,"Mar 28, 2025 - Apr 26, 2025","Mar 28, 2025","Apr 26, 2025","Friday, Saturday",,45 min.,45,13+ - Teens 13 or older,7.4,5484,Viki,Standard Series,"Comedy, Romance, Youth","Gay Male Lead, Gay Romance, LGBTQ+, Student Male Lead, School Setting, Teenager Male Lead, Friendship, Secret Crush, Student Female Lead, School Friends' Relationship, (Vote tags)",Park Kyung Min,,6825,1607,5484,0.63,1
Close to You,2025,https://mydramalist.com/787710-close-to-you,8,"Mar  8, 2025 - Apr 26, 2025","Mar  8, 2025","Apr 26, 2025",Saturday,,10 min.,10,Not Yet Rated,7.4,1521,,Web Series,Romance,"Student Male Lead, Workplace Setting, Gay Male Lead, Short Length Series, Gay Romance, Long Time Crush, Flirty Male Lead, Workplace Romance, Secret Crush, Meet Again, (Vote tags)",,,6957,4199,1521,0.53,0
Mary Kills People,2025,https://mydramalist.com/775709-mary-kills-people,12,"Aug  1, 2025 - Sep  6, 2025","Aug  1, 2025","Sep  6, 2025","Friday, Saturday",,60 min.,60,18+ Restricted (violence & profanity),7.4,297,,Standard Series,"Crime, Drama, Medical","Doctor Female Lead, Illegal Business, Black Comedy, Brain Tumor, Euthanasia, Comedy, Detective Male Lead, Doctor Male Lead, (Vote tags)",Park Joon Woo,Lee Su A,7006,3605,297,0.53,0
FC Soldout,2025,https://mydramalist.com/784546-fc-soldout,8,"Jan 17, 2025 - Mar  7, 2025","Jan 17, 2025","Mar  7, 2025",Friday,,25 min.,25,13+ - Teens 13 or older,7.4,3922,iQIYI,Standard Series,"Romance, Youth, Sports","Fan Male Lead, Athlete Male Lead, Actor Male Lead, Gay Male Lead, Secret Crush, LGBTQ+, Miniseries, Sport Club, Friendship, Soccer Player Male Lead, (Vote tags)",,,7150,2349,3922,0.58,0
Heart Stain,2025,https://mydramalist.com/779994-heart-stain,8,"Feb  6, 2025 - Feb 27, 2025","Feb  6, 2025","Feb 27, 2025",Thursday,,22 min.,22,Not Yet Rated,7.4,3992,iQIYI,Standard Series,"Romance, Youth","Student Supporting Character, Student Male Lead, Teenager Male Lead, Teacher Supporting Character, Gay Male Lead, Never Dated Before, Gay Romance, Jealous Male Lead, Height Difference, Secret Crush, (Vote tags)",Ha Na,Yoon I Na,7334,2243,3992,0.58,0
Cringy Romance,2025,https://mydramalist.com/58111-history-of-nerds,8,"Feb 26, 2025 - Mar 19, 2025","Feb 26, 2025","Mar 19, 2025",Wednesday,,60 min.,60,15+ - Teens 15 or older,7.3,437,,Standard Series,"Comedy, Romance, Youth, Drama","Student Supporting Character, Student Male Lead, School Setting, Young Adult Male Lead, Age Gap [Real Life], Male Centered Plot, University, Miniseries, Web Series, First Love, (Vote tags)",Kim Sung Hoon,,7409,3544,437,0.53,0
A Head Coach’s Turnover,2025,https://mydramalist.com/787818-director-maeng-s-malicious-commenter,2,"May 23, 2025 - May 24, 2025","May 23, 2025","May 24, 2025","Friday, Saturday",,1 hr. 3 min.,63,Not Yet Rated,7.3,211,Viki,Drama Special,"Comedy, Life, Drama, Sports","Student Male Lead, Coach Male Lead, Teenager Male Lead, Basketball, Miniseries, (Vote tags)",Hyun Sol Ip,Kim Dan,7556,12955,211,0.63,1
Checkered Shirt,2025,https://mydramalist.com/785260-checkered-shirt,8,"Jan 30, 2025 - Mar 28, 2025","Jan 30, 2025","Mar 28, 2025","Wednesday, Thursday, Friday, Sunday",,8 min.,8,Not Yet Rated,7.3,1681,,Web Series,Romance,"Closeted Male Lead, Student Male Lead, Bartender Male Lead, Gay Male Lead, Short Length Series, Gay Romance, Flirty Male Lead, Secret Relationship, LGBTQ+, Miniseries, (Vote tags)",,,7674,3956,1681,0.53,0
Our Chocolate Moments,2025,https://mydramalist.com/785754-our-chocolate-moment,2,"Feb 11, 2025 - Feb 12, 2025","Feb 11, 2025","Feb 12, 2025","Tuesday, Wednesday",,60 min.,60,Not Yet Rated,7.3,252,Viki,Drama Special,"Life, Drama, Family","Valentine's Day Setting, Chocolatier Female Lead, Chocolatier Male Lead, Shop Owner Male Lead, Healing, Miniseries, (Vote tags)",,,7802,12245,252,0.63,1
The Killer Next Door,2025,https://mydramalist.com/781126-the-killer-next-door,60,"Aug  4, 2025","Aug  4, 2025",,Monday,,2 min.,2,15+ - Teens 15 or older,7.3,843,,Vertical Series,"Thriller, Romance","Gay Male Lead, Gay Romance, Fan Male Lead, Former Athlete Male Lead, Serial Killer Male Lead, Short Length Series, Filmed Vertically, LGBTQ+, Cohabitation, Baseball, (Vote tags)",,Jung Bo Hoon,7974,3675,843,0.5,0
Motel California,2025,https://mydramalist.com/769275-motel-california,12,"Jan 10, 2025 - Feb 15, 2025","Jan 10, 2025","Feb 15, 2025","Friday, Saturday",,1 hr. 10 min.,70,15+ - Teens 15 or older,7.3,6024,Viki,Standard Series,"Romance, Drama","Return To Hometown, Motel Owner Male Lead, Estranged Child, Estranged Parent, Mixed Race Female Lead, Difficult Adulthood, Childhood Acquaintances Reuniting, Childhood Friends' Relationship, Carefree Male Lead, Village Setting, (Vote tags)",Kim Hyung Min,Lee Seo Yoon,8024,1045,6024,0.63,1
The Nameless Season,2025,https://mydramalist.com/797144-the-nameless-season,6,"Aug  9, 2025 - Sep 13, 2025","Aug  9, 2025","Sep 13, 2025",Saturday,,10 min.,10,Not Yet Rated,7.3,219,,Standard Series,"Romance, Youth","Student Supporting Character, Student Male Lead, School Setting, Best Friends' Relationship, Gay Male Lead, Short Length Series, Gay Romance, Long Time Crush, Secret Crush, Time Skip, (Vote tags)",,,8016,6030,219,0.53,0
Low Life,2025,https://mydramalist.com/755859-pine,11,"Jul 16, 2025 - Aug 13, 2025","Jul 16, 2025","Aug 13, 2025",Wednesday,,60 min.,60,15+ - Teens 15 or older,7.3,532,"Disney+, Hulu",Standard Series,"Adventure, Mystery, Crime, Drama","Police Superintendent Male Lead, Personal Assistant Male Lead, Married Female Lead, Married Male Lead, Thief Male Lead, Chairman Male Lead, Antique Appraiser Male Lead, Captain Male Lead, Age Gap [Real Life], Picaresque, (Vote tags)",,,8135,4003,532,1,1
Heo's Diner,2025,https://mydramalist.com/763951-heo-s-restaurant,10,"Mar 24, 2025 - Apr 22, 2025","Mar 24, 2025","Apr 22, 2025","Monday, Tuesday",,50 min.,50,15+ - Teens 15 or older,7.3,1161,"Netflix, Viki",Standard Series,"Comedy, Romance, Fantasy","Adapted From A Web Novel, Restaurant Setting, Chef Male Lead, Historical Fiction, Miniseries, Web Series, Joseon Dynasty, Time Travel, Historical, (Vote tags)","Oh Hwan Min, Kim Gyeong Eun",Seong So Hyeon,8249,4220,1161,1,1
Kick Kick Kick Kick,2025,https://mydramalist.com/771055-kick-kick-kick-kick,12,"Feb  5, 2025 - Mar 13, 2025","Feb  5, 2025","Mar 13, 2025","Wednesday, Thursday",,60 min.,60,Not Yet Rated,7.3,439,Viki,Standard Series,"Comedy, Sitcom","Actor Male Lead, Company President (CEO) Male Lead, (Vote tags)",Goo Sung Joon,,8253,4511,439,0.63,1
Mother and Mom,2025,https://mydramalist.com/725551-riding-life,8,"Mar  3, 2025 - Mar 25, 2025","Mar  3, 2025","Mar 25, 2025","Monday, Tuesday",,60 min.,60,15+ - Teens 15 or older,7.2,202,,Standard Series,"Comedy, Romance, Life, Family","Art Therapist Female Lead, Merchandise Director Male Lead, Professor Male Lead, Marketer Female Lead, Shaman Supporting Character, Manager Supporting Character, Supportive Friend, Co-workers' Relationship, Female Centered Plot, Married Female Lead, (Vote tags)",Kim Chul Gyu,"Seong Yun A, Cho Won Dong",8295,8608,202,0.53,0
Something's Not Right,2025,https://mydramalist.com/788890-something-is-not-right,8,"Apr 16, 2025 - May  8, 2025","Apr 16, 2025","May  8, 2025","Wednesday, Thursday",,30 min.,30,15+ - Teens 15 or older,7.2,4636,Viki,Standard Series,"Comedy, Romance","Childhood Sweethearts, Friends To Lovers, Unrequited Love, Love Triangle, Campus Setting, Musician Supporting Character, Musician Male Lead, Gay Male Lead, Gay Romance, Artist Male Lead, (Vote tags)",,Seo Ji Eun,8378,1950,4636,0.63,1
Wrong Number,2025,https://mydramalist.com/794494-wrong-number,4,"Jun 13, 2025 - Jun 28, 2025","Jun 13, 2025","Jun 28, 2025",,,10 min.,10,Not Yet Rated,7.2,1252,,Standard Series,Romance,"Gay Male Lead, Gay Romance, LGBTQ+, Miniseries, Web Series, Drinking, Nice Male Lead, Short Length Series, Homosexual Falling For A Straight Person, Bisexual Male Lead, (Vote tags)",,,8510,5920,1252,0.53,0
Crushology 101,2025,https://mydramalist.com/710981-bunny-and-her-boys,12,"Apr 11, 2025 - May 17, 2025","Apr 11, 2025","May 17, 2025","Friday, Saturday",,1 hr. 10 min.,70,15+ - Teens 15 or older,7.2,4772,"Amazon Prime Video, Viki",Standard Series,"Comedy, Romance, Youth","Student Supporting Character, Student Female Lead, Student Male Lead, Best Friends' Relationship, Campus Setting, Ex-couple Relationship, Sculptor Supporting Character, Sculptor Female Lead, Professor Supporting Character, Painter Supporting Character, (Vote tags)",Kim Ji Hoon,"Lee Seul, Sung So Eun",8525,1355,4772,0.88,1
Business as Usual,2025,https://mydramalist.com/723383-eul-s-love,6,"Apr  3, 2025 - May  8, 2025","Apr  3, 2025","May  8, 2025",Thursday,,28 min.,28,15+ - Teens 15 or older,7.2,6184,"Viki, iQIYI",Standard Series,"Romance, Drama","Prolonged Nudity, Sexual Content, Nudity, First Love, Closeted Male Lead, Publishing Editor Male Lead, Bickering Mains' Relationship, Co-workers' Relationship, Workplace Setting, Adapted From A Web Novel, (Vote tags)",Min Chae Yeon,,8648,1614,6184,0.68,1
S Line,2025,https://mydramalist.com/756259-s-line,6,"Jul 11, 2025 - Jul 25, 2025","Jul 11, 2025","Jul 25, 2025",Friday,,50 min.,50,18+ Restricted (violence & profanity),7.2,11026,,Standard Series,"Thriller, Mystery, Fantasy","Remorseful Male Lead, Drugging, Resentful Male Lead, Aspiring Idol Supporting Character, Student Female Lead, Irresponsible Male Lead, Full Nudity, Prolonged Nudity, Post-traumatic Stress Disorder (PTSD), Senior-Junior Relationship, (Vote tags)",,,9079,602,11026,0.53,0
Sexual Lessons,2025,https://mydramalist.com/796578-sexual-lessons,3,"Feb 17, 2025 - Mar  9, 2025","Feb 17, 2025","Mar  9, 2025",,,4 min.,4,18+ Restricted (violence & profanity),7.1,668,,Web Series,"Romance, Drama, Mature","Full Nudity, Prolonged Nudity, Gay Male Lead, Short Length Series, Gay Romance, Bisexual Male Lead, LGBTQ+, Miniseries, Nudity, Web Series, (Vote tags)",,,9612,8012,668,0.53,0
Romeo and Romeo and Juliet,2025,https://mydramalist.com/787066-romeo-and-romeo-and-juliet,35,"Feb 12, 2025","Feb 12, 2025",,,,2 min.,2,15+ - Teens 15 or older,7.1,256,,Vertical Series,Romance,"Stage Actor Male Lead, Gay Male Lead, Short Length Series, Gay Romance, Filmed Vertically, LGBTQ+, Ex Comes Back, Web Series, Actor Male Lead, Straightforward Male Lead, (Vote tags)",,,9803,8864,256,0.5,0
Sweetheart Service,2025,https://mydramalist.com/788846-sweetheart-service,13,"May  9, 2025 - Jul 31, 2025","May  9, 2025","Jul 31, 2025","Thursday, Saturday",,21 min.,21,Not Yet Rated,7,2165,,Standard Series,Romance,"Raised By A Sibling, Adopted Brothers' Relationship, Programmer Male Lead, Bartender Supporting Character, Part-time Worker Male Lead, Gay Male Lead, Gay Supporting Character, Dependent Male Lead, Gay Romance, Loner Male Lead, (Vote tags)",,,9888,2660,2165,0.53,0
Sexual Lessons: The Side Story,2025,https://mydramalist.com/796580-sexual-lessons-the-side-story,3,"Jun 29, 2025 - Jul 13, 2025","Jun 29, 2025","Jul 13, 2025",,,4 min.,4,18+ Restricted (violence & profanity),7,597,,Standard Series,"Romance, Drama, Mature","Full Nudity, Prolonged Nudity, Gay Male Lead, Short Length Series, Gay Romance, LGBTQ+, Miniseries, Nudity, Web Series, Extreme Sexual Content, (Vote tags)",,,10066,9068,597,0.53,0
The Nice Guy,2025,https://mydramalist.com/727867-the-good-man,14,"Jul 18, 2025 - Aug 29, 2025","Jul 18, 2025","Aug 29, 2025",Friday,,1 hr. 10 min.,70,15+ - Teens 15 or older,7,1517,"Disney+, Hulu",Standard Series,"Action, Romance, Family, Melodrama","Family Business, Noir, Gangster Male Lead, Gang, Family Relationship, Action, Singer Female Lead, First Love, Orthopedic Surgeon Supporting Character, Hairdresser Supporting Character, (Vote tags)",Song Hae Sung,Kim Woon Kyung,10262,1141,1517,1,1
Never Fair,2025,https://mydramalist.com/790640-never-fair,4,"Apr 27, 2025 - May 25, 2025","Apr 27, 2025","May 25, 2025",Sunday,,8 min.,8,Not Yet Rated,6.9,1437,,Standard Series,"Romance, Drama","Café Owner Supporting Character, Writer Male Lead, Househusband Male Lead, Part-time Worker Male Lead, Age Gap [Drama Life], Gay Male Lead, Short Length Series, Jealous Male Lead, Job Hunting, Childhood Acquaintance, (Vote tags)",,,10482,4780,1437,0.53,0
Twelve,2025,https://mydramalist.com/756749-twelve,8,"Aug 23, 2025 - Sep 14, 2025","Aug 23, 2025","Sep 14, 2025","Saturday, Sunday",,45 min.,45,Not Yet Rated,6.8,1013,"Disney+, Hulu",Standard Series,"Action, Adventure, Fantasy, Supernatural","Supernatural Being-Human Relationship, Special Ability, Demon Male Lead, Angel Female Lead, Angel Male Lead, Superhero Male Lead, Team Leader Male Lead, Age Gap [Real Life], Nurse Male Lead, Evil Male Lead, (Vote tags)",Kang Dae Gyu,"Ma Dong Seok, Kim Bong Han",10899,1255,1013,1,1
Where’s My Hero?,2025,https://mydramalist.com/794784-namju-search,6,"Jun 27, 2025 - Jul 11, 2025","Jun 27, 2025","Jul 11, 2025",Friday,,30 min.,30,13+ - Teens 13 or older,6.8,206,,Standard Series,"Mystery, Comedy, Romance","Miniseries, Web Series, Adapted From A Webtoon, Investigation, (Vote tags)",Kang Hee Ju,,10986,9176,206,0.53,0
Accent,2025,https://mydramalist.com/785436-accent,35,"Jan 25, 2025","Jan 25, 2025",,,,2 min.,2,15+ - Teens 15 or older,6.8,244,,Vertical Series,"Music, Romance","Student Male Lead, School Setting, Pianist Male Lead, Professor Supporting Character, Musician Male Lead, Gay Male Lead, Gay Supporting Character, Short Length Series, Talented Male Lead, Gay Romance, (Vote tags)",,,11044,7626,244,0.5,0
Delivered,2025,https://mydramalist.com/795540-delivered,8,"Jun 24, 2025 - Aug 10, 2025","Jun 24, 2025","Aug 10, 2025",Sunday,,8 min.,8,Not Yet Rated,6.7,230,,Web Series,"Romance, Life","Talkative Male Lead, Introverted Male Lead, Nervous Male Lead, Flirty Male Lead, Opposites Attract, Quiet Male Lead, Deliveryman Male Lead, Gay Romance, Shy Male Lead, Chance Meeting, (Vote tags)",,,11258,11704,230,0.53,0
When the Stars Gossip,2025,https://mydramalist.com/686405-ask-the-stars,16,"Jan  4, 2025 - Feb 23, 2025","Jan  4, 2025","Feb 23, 2025","Saturday, Sunday",,1 hr. 10 min.,70,15+ - Teens 15 or older,6.6,7260,Netflix,Standard Series,"Comedy, Romance, Drama, Sci-Fi","Love Hexagon, Astronaut Female Lead, Space Exploration, Age Gap [Real Life], Space Travel, Outer Space, Infidelity, Doctor Male Lead, Gynecologist Male Lead, Strict Female Lead, (Vote tags)","Park Shin Woo, Kim Jin Seong",Seo Sook Hyang,11515,808,7260,1,1
Dopamine,2025,https://mydramalist.com/786472-dopamine,3,"Jan 19, 2025 - Feb  2, 2025","Jan 19, 2025","Feb  2, 2025",Sunday,,4 min.,4,18+ Restricted (violence & profanity),6.5,289,,Web Series,Romance,"Nightclub Setting, Gay Male Lead, Short Length Series, LGBTQ+, Miniseries, Web Series, Drinking, Sexual Content, Gay Romance, Slight Comedy, (Vote tags)",,,11626,10958,289,0.53,0
Logged into Your Body,2025,https://mydramalist.com/797062-logged-into-your-body,3,"Jul 27, 2025 - Aug 10, 2025","Jul 27, 2025","Aug 10, 2025",Sunday,,8 min.,8,Not Yet Rated,6.3,252,,Web Series,"Romance, Mature","Prolonged Nudity, Gay Male Lead, Short Length Series, Gay Romance, LGBTQ+, Miniseries, Nudity, Artificial Intelligence, Web Series, (Vote tags)",,,11809,13199,252,0.53,0
All for You,2025,https://mydramalist.com/785888-all-for-you,3,"Feb  5, 2025 - Feb 19, 2025","Feb  5, 2025","Feb 19, 2025",Wednesday,,6 min.,6,Not Yet Rated,6.2,233,,Web Series,Romance,"Chef Male Lead, Short Length Series, Gay Romance, LGBTQ+, Miniseries, Web Series, Boss-Employee Relationship, (Vote tags)",,,11926,11052,233,0.53,0
Only for Fans: The Stalker,2025,https://mydramalist.com/789718-only-for-fans-the-stalker,3,"Apr  6, 2025 - Apr 20, 2025","Apr  6, 2025","Apr 20, 2025",Sunday,,,,Not Yet Rated,6.2,186,,Standard Series,"Romance, Drama","Fan Male Lead, Live Streamer Male Lead, Stalker Male Lead, Gay Male Lead, Gay Romance, Obsessive Male Lead, Stalking, LGBTQ+, Miniseries, Web Series, (Vote tags)",,,11936,9914,186,0.53,0
With Me,2025,https://mydramalist.com/785890-with-me,6,"Feb  6, 2025 - Mar 12, 2025","Feb  6, 2025","Mar 12, 2025",Thursday,,8 min.,8,Not Yet Rated,6.2,251,,Web Series,Romance,"Ex Comes Back, Short Length Series, Gay Romance, LGBTQ+, Miniseries, (Vote tags)",,,11941,10635,251,0.53,0
Snowy Sun,2025,https://mydramalist.com/38399-snowy-sun,0,,,,,,,,Not Yet Rated,,,,Standard Series,"Historical, Romance, Drama",(Vote tags),,,34506,14030,0,0.5,0
Dear X,2025,https://mydramalist.com/688265-dear-x,12,,,,,,60 min.,60,18+ Restricted (violence & profanity),,,,Standard Series,"Thriller, Romance, Crime, Melodrama","Picaresque, Noir, Domestic Crime, Abusive Parent, Death Of A Mother, Sociopath Female Lead, Actress Female Lead, Engaged Female Lead, Death Of A Father, Difficult Childhood, (Vote tags)","Lee Eung Bok, Park So Hyun",,34772,2427,0,0.53,0
The Price of Confession,2025,https://mydramalist.com/706581-untitled-song-hye-kyo-and-lee-eung-bok-pd-drama,12,,,,,,,,Not Yet Rated,,,Netflix,Standard Series,"Thriller, Mystery, Crime","Antisocial Female Lead, Prison Setting, Professor Supporting Character, Boxer Male Lead, Widow Female Lead, Psychopath Female Lead, Teacher Female Lead, Prosecutor Male Lead, Lawyer Male Lead, Antisocial Personality Disorder, (Vote tags)",Lee Jeong Hyo,Kwon Jong Kwan,34859,3941,0,1,1
Villains,2025,https://mydramalist.com/712407-super-note,8,,,,Thursday,,60 min.,60,15+ - Teens 15 or older,,,,Standard Series,"Thriller, Mystery, Crime, Drama","Sociopath Male Lead, Genius Male Lead, Revenge, Suspense, Former Agent Male Lead, Cold Case, Age Gap [Real Life], Criminal Male Lead, Detective Male Lead, Miniseries, (Vote tags)",Jin Hyeok,Kim Hyung Joon,34892,8087,0,0.53,0
The Murky Stream,2025,https://mydramalist.com/747019-murky-water,9,,,,Friday,,60 min.,60,15+ - Teens 15 or older,,,Disney+,Standard Series,"Action, Historical, Drama","Age Gap [Drama Life], Age Gap [Real Life], Historical Fiction, Miniseries, Web Series, Adapted From A Novel, Joseon Dynasty, (Vote tags)",Choo Chang Min,Chun Sung Il,35062,3394,0,1,1
Spirit Fingers,2025,https://mydramalist.com/748441-spirit-fingers,12,,,,,,,,13+ - Teens 13 or older,,,,Standard Series,"Comedy, Romance, Youth, Drama","Model Male Lead, Drawing, Coming Of Age, Adapted From A Webtoon, Friendship, High School, Student Female Lead, Student Male Lead, School Setting, Club President Female Lead, (Vote tags)",Lee Chul Ha,Kwon Yi Ji,35072,5225,0,0.53,0
Tempest,2025,https://mydramalist.com/750097-polaris,9,,,,Wednesday,,60 min.,60,15+ - Teens 15 or older,,,Disney+,Standard Series,"Action, Thriller, Mystery, Romance","Spy Female Lead, Spy Male Lead, Diplomat Female Lead, Ambassador Female Lead, Agent Male Lead, Assassination, Political Intrigue, Multiple Mains, Espionage, Investigation, (Vote tags)","Kim Hee Won, Heo Myung Haeng",Jung Seo Kyung,35091,2610,0,1,1
You and Everything Else,2025,https://mydramalist.com/750717-eun-jung-and-sang-yeon,15,,,,Friday,,,,15+ - Teens 15 or older,,,Netflix,Standard Series,"Romance, Life, Drama, Melodrama","Friendship, Screenwriter Female Lead, Female Centered Plot, Producer Female Lead, Middle-Aged Female Lead, Director Supporting Character, Director Male Lead, Talented Female Lead, Jealous Female Lead, Brother-Sister Relationship, (Vote tags)",Jo Young Min,Song Hye Jin,35100,3318,0,1,1
Can This Love Be Translated?,2025,https://mydramalist.com/750719-can-you-translate-this-love,12,,,,,,60 min.,60,Not Yet Rated,,,Netflix,Standard Series,"Comedy, Romance","Famous Woman/Common Man, Producer Female Lead, Interpreter Male Lead, Bilingual Male Lead, Actress Female Lead, Talent Manager Male Lead, Genius Male Lead, Famous Female Lead, Height Difference, Entertainment Industry, (Vote tags)",Yoo Young Eun,"Hong Jeong Eun, Hong Mi Ran",35101,2245,0,1,1
Taxi Driver Season 3,2025,https://mydramalist.com/750961-taxi-driver-season-3,16,,,,"Friday, Saturday",,1 hr. 10 min.,70,Not Yet Rated,,,,Standard Series,"Action, Thriller, Mystery, Crime","Physically Strong Male Lead, Taxi Setting, Partially Filmed Abroad, Taxi Driver Male Lead, Skilled Fighter, Teamwork, Multiple Mains, Revenge, Noir, Investigation, (Vote tags)",,Oh Sang Ho,35107,3088,0,0.53,0
"Genie, Make a Wish",2025,https://mydramalist.com/754057-it-will-come-true,12,,,,Friday,,60 min.,60,15+ - Teens 15 or older,,,Netflix,Standard Series,"Comedy, Romance, Fantasy","Mythical Entity-Human Relationship, Genie, Supernatural Being, Supernatural, Friendship, Supportive Friend, Roommates' Relationship, Emotionally Unavailable Female Lead, Psychopath Female Lead, Indifferent Female Lead, (Vote tags)","Lee Byung Hun, Ahn Gil Ho",Kim Eun Sook,35136,1904,0,1,1
Cashero,2025,https://mydramalist.com/755471-cashero,12,,,,,,,,Not Yet Rated,,,Netflix,Standard Series,"Action, Drama, Fantasy","Psychic Female Lead, Superhero Male Lead, Lawyer Male Lead, Civil Service, Brother-Sister Relationship, Supernatural Power, Secret Organization, Teamwork, Family Relationship, Superhuman Strength, (Vote tags)",Lee Chang Min,"Jeon Chan Ho, Lee Je In",35155,3484,0,1,1
Love Me,2025,https://mydramalist.com/755845-love-me,12,,,,Friday,,1 hr. 10 min.,70,Not Yet Rated,10,,,Standard Series,"Romance, Drama, Melodrama","Publishing Editor Supporting Character, Obstetrician Female Lead, Tour Guide Female Lead, Lonely Female Lead, Brother-Sister Relationship, Rich Female Lead, (Vote tags)",Jo Young Min,"Park Eun Young, Park Hee Kwon",35164,9067,0,0.58,0
Walking on Thin Ice,2025,https://mydramalist.com/756417-eun-soo-good-day,12,,,,"Saturday, Sunday",,1 hr. 10 min.,70,15+ - Teens 15 or older,,,,Standard Series,"Thriller, Crime, Life","Married Female Lead, Drug Dealer Female Lead, Drug Dealer Male Lead, Housewife Female Lead, Teacher Male Lead, Drug Trafficking, Illness, Terminal Illness, Suspense, (Vote tags)","Song Hyun Wook, Park Hyun Suk",Jeon Yeong Sin,35173,5827,0,0.53,0
The Manipulated,2025,https://mydramalist.com/759665-sculpture-city,12,,,,,,,,Not Yet Rated,,,,Standard Series,"Action, Thriller, Crime, Drama","MDL Remake, Age Gap [Real Life], Wrongful Imprisonment, Villain Male Lead, Wrongfully Accused, Miniseries, Web Series, Revenge, Suspense, (Vote tags)","Park Shin Woo, Kim Chang Ju",Oh Sang Ho,35206,3464,0,0.53,0
Anyway Thirty,2025,https://mydramalist.com/761633-thirty,5,"Jan 16, 2025","Jan 16, 2025",,Thursday,,30 min.,30,G - All Ages,6.5,8,,Standard Series,"Comedy, Romance, Drama","Miniseries, Life Lesson, Character Development, (Vote tags)",,,35238,13526,8,0.53,0
Queen Mantis,2025,https://mydramalist.com/762391-the-mantis,8,,,,"Friday, Saturday",,1 hr. 10 min.,70,15+ - Teens 15 or older,,,"Netflix, Viki",Standard Series,"Thriller, Mystery, Psychological, Crime","Non-MDL Remake, Prisoner Female Lead, Serial Killer Female Lead, Police Officer Male Lead, Detective Fiction, Detective Supporting Character, Age Gap [Real Life], Detective Male Lead, Gender Role Reversal, Serial Killings, (Vote tags)",Byun Young Joo,Lee Young Jong,35246,3971,0,1,1
Confidence Queen,2025,https://mydramalist.com/762917-the-confidence-man-kr,12,,,,"Saturday, Sunday",,60 min.,60,15+ - Teens 15 or older,,,Amazon Prime Video,Standard Series,"Comedy, Crime","Swindler Female Lead, Swindler Male Lead, Team Leader Female Lead, Age Gap [Drama Life], Criminal Male Lead, Criminal Female Lead, Genius Female Lead, Picaresque, Skilled Fighter, Confident Female Lead, (Vote tags)",Nam Ki Hoon,Hong Seung Hyun,35256,2869,0,0.78,1
Nice to Not Meet You,2025,https://mydramalist.com/763061-mean-love,16,,,,"Monday, Tuesday",,1 hr. 30 min.,90,Not Yet Rated,,,,Standard Series,"Comedy, Romance, Melodrama","Age Gap [Real Life], Reporter Female Lead, Love/Hate Relationship, Famous Man/Common Woman, Fan Female Lead, Bickering Mains' Relationship, Writer Supporting Character, Actor Male Lead, Team Leader Female Lead, Half-brothers' Relationship, (Vote tags)",Kim Ga Ram,Jung Yeo Rang,35258,7346,0,0.53,0
My Youth,2025,https://mydramalist.com/763107-my-youth,12,,,,Friday,,1 hr. 10 min.,70,15+ - Teens 15 or older,,,Viki,Standard Series,"Romance, Life, Melodrama","Former Celebrity Male Lead, Manager Female Lead, Writer Male Lead, Accountant Male Lead, Florist Male Lead, Actress Female Lead, Team Leader Supporting Character, Team Leader Female Lead, Company President (CEO) Supporting Character, Age Gap [Real Life], (Vote tags)",Lee Sang Yeob,Park Si Hyeon,35259,2586,0,0.63,1
Insiders,2025,https://mydramalist.com/763219-inside-men-prequel,12,,,,,,,,Not Yet Rated,,,,Standard Series,"Thriller, Crime, Drama, Political","MDL Remake, Gangster Male Lead, Politician Male Lead, Journalist Female Lead, Criminal Female Lead, Picaresque, 1980s, 1990s, Corruption, Revenge, (Vote tags)",,Lee Ki Chul,35260,13316,0,0.53,0
"The Righteous Woman, Dae Jang Geum",2025,https://mydramalist.com/764105-the-righteous-woman-dae-jang-geum,0,,,,,,,,Not Yet Rated,8,,,Standard Series,"Historical, Drama",(Vote tags),Kim Chang Ju,Oh Sang Ho,35269,16829,0,0.5,0
Made in Korea,2025,https://mydramalist.com/764891-made-in-korea,6,,,,,,,,Not Yet Rated,,,,Standard Series,"Action, Thriller, Mystery, Political","Lobbyist Female Lead, Politician Male Lead, Secretary Female Lead, Age Gap [Real Life], Prosecutor Male Lead, Investigator Female Lead, Brothers' Relationship, Ambitious Male Lead, Brother-Sister Relationship, Obsessive Male Lead, (Vote tags)",Woo Min Ho,,35279,5810,0,0.53,0
